rssi,snr,pdr,latency_ms,retries,etx,queue_pct,battery_pct,temperature_c,time_on_air_s,spreading_factor,bandwidth_khz,link_success,data_type
-96.36,1.68,0.9711,1065.75,0,1.03,31.96,10.5,19.44,0.9871,11,125,1,SYNTHETIC-DEMO
-96.12,-0.82,0.9371,171.73,0,1.067,17.16,39.44,48.8,0.1336,8,125,1,SYNTHETIC-DEMO
-72.23,9.76,1.0,381.14,0,1.0,86.71,64.3,17.23,0.0719,7,125,1,SYNTHETIC-DEMO
-113.2,-3.69,0.7155,311.05,1,1.398,30.7,61.21,44.18,0.0334,8,500,1,SYNTHETIC-DEMO
-107.12,-2.06,0.7801,497.89,0,1.282,21.98,57.75,28.88,0.4526,10,125,1,SYNTHETIC-DEMO
-119.91,-3.88,0.5398,407.96,1,1.852,44.96,34.97,52.69,0.0719,7,125,0,SYNTHETIC-DEMO
-99.01,-1.35,0.8979,171.99,0,1.114,18.87,99.61,41.33,0.1336,8,125,1,SYNTHETIC-DEMO
-108.36,0.2,0.9636,107.0,0,1.038,21.14,44.11,59.47,0.036,7,250,1,SYNTHETIC-DEMO
-107.91,-3.37,0.6403,659.33,2,1.562,55.44,33.21,42.76,0.0719,7,125,1,SYNTHETIC-DEMO
-108.49,3.79,0.9818,151.62,0,1.019,29.47,97.95,36.73,0.0668,8,250,1,SYNTHETIC-DEMO
-109.95,-1.69,0.7096,663.41,1,1.409,73.95,71.72,21.29,0.1336,8,125,1,SYNTHETIC-DEMO
-104.21,-3.4,0.6289,556.15,0,1.59,46.59,42.49,29.8,0.4526,10,125,1,SYNTHETIC-DEMO
-90.12,3.55,1.0,335.74,0,1.0,42.18,27.72,25.0,0.2468,9,125,1,SYNTHETIC-DEMO
-96.55,4.33,1.0,240.07,0,1.0,47.68,78.41,58.29,0.1336,8,125,1,SYNTHETIC-DEMO
-120.88,-10.73,0.0887,1810.24,7,10.0,75.02,89.13,41.61,0.0668,8,250,0,SYNTHETIC-DEMO
-97.32,5.1,0.9394,199.57,0,1.064,5.84,78.31,25.07,0.1336,8,125,1,SYNTHETIC-DEMO
-69.99,8.69,1.0,122.09,0,1.0,12.61,64.22,32.2,0.0719,7,125,1,SYNTHETIC-DEMO
-118.45,-4.72,0.5989,626.01,0,1.67,49.46,77.14,17.53,0.4936,11,250,0,SYNTHETIC-DEMO
-63.62,6.69,1.0,1968.76,0,1.0,57.28,56.05,43.67,1.8104,12,125,1,SYNTHETIC-DEMO
-104.94,-0.02,0.8764,129.89,0,1.141,10.49,31.48,18.45,0.0719,7,125,1,SYNTHETIC-DEMO
-124.06,-9.11,0.2408,1019.08,5,4.153,54.42,88.4,42.74,0.018,7,500,0,SYNTHETIC-DEMO
-108.54,-9.1,0.1978,1068.2,4,5.056,39.84,23.98,47.29,0.0719,7,125,0,SYNTHETIC-DEMO
-120.47,-7.61,0.1603,2000.0,7,6.238,52.18,64.4,46.44,0.1234,9,250,0,SYNTHETIC-DEMO
-88.19,2.0,1.0,148.73,0,1.0,15.84,87.97,30.44,0.1234,9,250,1,SYNTHETIC-DEMO
-104.44,1.04,0.9607,708.73,0,1.041,80.77,99.27,16.05,0.4526,10,125,1,SYNTHETIC-DEMO
-72.55,6.1,0.9848,530.73,0,1.015,28.37,10.8,16.15,0.4526,10,125,1,SYNTHETIC-DEMO
-77.38,1.65,0.8376,196.77,0,1.194,24.25,49.34,17.8,0.1336,8,125,0,SYNTHETIC-DEMO
-94.54,-0.95,0.7439,974.32,1,1.344,91.42,67.9,25.9,0.2468,9,125,1,SYNTHETIC-DEMO
-88.56,2.93,1.0,186.47,0,1.0,25.43,53.89,33.97,0.1234,9,250,1,SYNTHETIC-DEMO
-85.43,5.9,1.0,539.85,0,1.0,89.66,70.62,61.9,0.2468,9,125,1,SYNTHETIC-DEMO
-107.4,1.0,0.8361,488.4,1,1.196,27.94,59.31,51.28,0.1336,8,125,1,SYNTHETIC-DEMO
-115.94,-8.75,0.2319,1962.01,4,4.312,54.07,15.85,50.44,0.2468,9,125,0,SYNTHETIC-DEMO
-100.53,0.05,0.8173,444.11,0,1.224,72.39,54.51,59.64,0.2468,9,125,1,SYNTHETIC-DEMO
-118.83,-2.0,0.7461,705.64,1,1.34,25.59,42.31,55.17,0.2468,9,125,1,SYNTHETIC-DEMO
-104.53,-4.19,0.5816,564.23,1,1.719,62.27,99.42,54.37,0.1234,9,250,0,SYNTHETIC-DEMO
-89.08,9.03,1.0,786.02,0,1.0,94.5,50.89,22.63,0.4526,10,125,1,SYNTHETIC-DEMO
-89.89,0.8,0.8208,922.19,2,1.218,76.0,10.12,47.43,0.1234,9,250,1,SYNTHETIC-DEMO
-117.16,-0.72,0.774,523.78,0,1.292,83.78,39.31,32.49,0.2468,9,125,1,SYNTHETIC-DEMO
-124.46,-3.7,0.682,340.82,0,1.466,36.48,74.52,60.99,0.2468,9,125,1,SYNTHETIC-DEMO
-119.22,-7.21,0.3914,329.6,0,2.555,75.2,99.88,15.39,0.1336,8,125,1,SYNTHETIC-DEMO
-122.65,-5.61,0.495,806.88,3,2.02,84.02,63.27,44.27,0.018,7,500,0,SYNTHETIC-DEMO
-98.97,5.03,1.0,134.62,0,1.0,12.01,40.66,53.77,0.0719,7,125,1,SYNTHETIC-DEMO
-99.67,-1.8,0.7887,193.63,0,1.268,50.3,95.69,42.33,0.0617,9,500,1,SYNTHETIC-DEMO
-109.3,-1.7,0.7579,758.34,1,1.32,93.42,98.55,55.39,0.1234,9,250,0,SYNTHETIC-DEMO
-111.0,-8.02,0.1584,2000.0,7,6.312,69.05,69.15,62.4,0.9052,12,250,0,SYNTHETIC-DEMO
-99.23,1.45,0.866,187.87,0,1.155,12.21,55.67,50.3,0.1336,8,125,1,SYNTHETIC-DEMO
-119.37,-6.26,0.3654,1782.72,5,2.737,73.49,29.93,53.18,0.1336,8,125,0,SYNTHETIC-DEMO
-111.07,-0.93,0.9284,130.16,0,1.077,10.78,11.93,37.18,0.0719,7,125,1,SYNTHETIC-DEMO
-98.63,-2.61,0.7435,147.33,0,1.345,30.67,62.31,50.2,0.0719,7,125,1,SYNTHETIC-DEMO
-118.84,-3.59,0.7106,218.92,0,1.407,48.92,73.96,50.83,0.1132,10,500,1,SYNTHETIC-DEMO
-70.35,6.19,0.9376,116.64,0,1.067,28.46,95.2,47.52,0.036,7,250,1,SYNTHETIC-DEMO
-81.06,-4.5,0.5286,726.47,2,1.892,7.52,15.75,57.91,0.1234,9,250,1,SYNTHETIC-DEMO
-100.1,0.28,0.9385,361.72,0,1.066,44.53,34.19,33.01,0.2468,9,125,1,SYNTHETIC-DEMO
-115.22,0.61,0.8177,335.72,0,1.223,71.75,76.04,33.77,0.1336,8,125,1,SYNTHETIC-DEMO
-112.38,-6.93,0.271,2000.0,4,3.69,34.26,15.13,64.4,0.9871,11,125,0,SYNTHETIC-DEMO
-117.19,-6.55,0.3623,859.17,2,2.76,57.86,44.99,29.35,0.1336,8,125,1,SYNTHETIC-DEMO
-114.59,0.99,0.9564,149.34,0,1.046,32.04,33.12,22.26,0.0668,8,250,0,SYNTHETIC-DEMO
-97.54,2.56,0.9409,549.78,0,1.063,10.91,87.73,35.95,0.4936,11,250,1,SYNTHETIC-DEMO
-109.03,-3.41,0.7272,2000.0,1,1.375,90.85,76.71,58.47,0.9871,11,125,1,SYNTHETIC-DEMO
-67.5,9.16,1.0,175.68,0,1.0,51.43,25.49,22.97,0.0719,7,125,1,SYNTHETIC-DEMO
-62.54,7.18,1.0,385.5,0,1.0,92.34,73.4,56.88,0.0719,7,125,1,SYNTHETIC-DEMO
-80.06,13.63,0.9535,450.66,0,1.049,93.84,98.11,44.87,0.0719,7,125,1,SYNTHETIC-DEMO
-72.43,10.0,0.9631,357.73,0,1.038,70.35,40.38,19.3,0.1336,8,125,1,SYNTHETIC-DEMO
-108.42,3.88,0.8802,2000.0,1,1.136,14.89,42.49,35.27,1.8104,12,125,1,SYNTHETIC-DEMO
-81.77,4.88,0.8961,406.76,0,1.116,58.66,23.04,38.67,0.2468,9,125,1,SYNTHETIC-DEMO
-121.23,-9.77,0.2221,1903.01,7,4.502,86.75,98.69,39.33,0.0668,8,250,0,SYNTHETIC-DEMO
-62.59,11.12,1.0,1217.75,0,1.0,75.74,59.03,55.23,0.9871,11,125,1,SYNTHETIC-DEMO
-81.44,9.03,0.9207,383.66,0,1.086,84.86,38.65,39.54,0.0668,8,250,1,SYNTHETIC-DEMO
-104.4,3.44,0.9292,441.96,1,1.076,8.13,13.58,18.1,0.1336,8,125,1,SYNTHETIC-DEMO
-74.75,0.41,0.9236,489.32,0,1.083,76.04,58.14,57.48,0.2468,11,500,1,SYNTHETIC-DEMO
-123.97,-5.25,0.5464,823.04,2,1.83,61.26,61.2,15.41,0.1132,10,500,0,SYNTHETIC-DEMO
-100.54,-5.73,0.3408,2000.0,3,2.934,93.36,58.23,16.29,0.4526,10,125,0,SYNTHETIC-DEMO
-66.78,6.25,0.9798,404.8,0,1.021,54.71,78.23,53.56,0.2468,9,125,1,SYNTHETIC-DEMO
-107.89,0.08,0.7977,1168.69,1,1.254,40.97,99.44,60.84,0.4526,10,125,0,SYNTHETIC-DEMO
-81.59,9.26,0.9891,295.27,0,1.011,72.69,95.34,63.53,0.0719,7,125,1,SYNTHETIC-DEMO
-101.59,0.38,0.9403,314.72,0,1.064,30.11,43.09,36.81,0.2468,9,125,1,SYNTHETIC-DEMO
-99.5,-3.89,0.6638,2000.0,0,1.506,88.4,81.46,35.92,1.8104,12,125,0,SYNTHETIC-DEMO
-76.51,7.97,0.9493,184.66,0,1.053,41.91,53.09,26.94,0.0668,8,250,1,SYNTHETIC-DEMO
-65.84,5.56,0.939,539.95,0,1.065,32.03,22.47,22.36,0.4526,10,125,1,SYNTHETIC-DEMO
-114.16,-4.56,0.6411,397.09,0,1.56,71.02,42.22,60.39,0.1336,8,125,1,SYNTHETIC-DEMO
-107.0,-1.43,0.7296,588.28,1,1.371,87.01,62.42,52.76,0.0719,7,125,1,SYNTHETIC-DEMO
-93.29,-0.67,0.8788,179.5,0,1.138,16.07,50.72,51.85,0.1132,10,500,1,SYNTHETIC-DEMO
-85.1,5.95,1.0,141.3,0,1.0,31.29,18.46,55.91,0.0719,7,125,1,SYNTHETIC-DEMO
-94.59,3.99,1.0,286.95,0,1.0,9.46,31.31,35.05,0.2468,9,125,1,SYNTHETIC-DEMO
-72.64,10.44,1.0,95.77,0,1.0,43.56,97.57,32.74,0.018,7,500,1,SYNTHETIC-DEMO
-75.07,11.22,0.9815,1036.7,0,1.019,13.01,89.58,21.94,0.9871,11,125,1,SYNTHETIC-DEMO
-98.66,-0.17,0.7973,699.18,1,1.254,75.87,30.53,44.02,0.1336,8,125,1,SYNTHETIC-DEMO
-122.36,-9.88,0.1384,1664.39,7,7.224,13.52,55.47,45.66,0.0719,7,125,0,SYNTHETIC-DEMO
-112.36,-7.05,0.3239,1395.43,5,3.087,67.44,56.6,32.29,0.0719,7,125,0,SYNTHETIC-DEMO
-93.35,7.74,1.0,1160.59,0,1.0,68.97,75.14,44.68,0.9871,11,125,1,SYNTHETIC-DEMO
-64.71,14.48,1.0,311.97,0,1.0,35.69,82.99,24.7,0.2263,10,250,1,SYNTHETIC-DEMO
-88.11,7.66,0.9815,637.73,0,1.019,65.3,64.03,36.75,0.4526,10,125,1,SYNTHETIC-DEMO
-90.52,0.32,0.9853,215.53,0,1.015,34.05,33.7,46.02,0.1336,8,125,1,SYNTHETIC-DEMO
-77.94,11.42,0.9416,182.83,0,1.062,24.81,83.56,60.44,0.1336,8,125,1,SYNTHETIC-DEMO
-115.1,-4.37,0.5137,579.63,2,1.947,31.56,73.84,27.04,0.0719,7,125,1,SYNTHETIC-DEMO
-115.45,-2.66,0.6434,1295.9,2,1.554,79.0,83.6,24.44,0.2468,9,125,0,SYNTHETIC-DEMO
-102.55,2.26,0.863,359.4,0,1.159,90.65,11.46,63.89,0.018,7,500,0,SYNTHETIC-DEMO
-60.33,14.33,0.9924,551.87,0,1.008,34.27,27.8,33.33,0.4526,12,500,1,SYNTHETIC-DEMO
-68.06,9.88,1.0,553.31,0,1.0,47.64,96.84,53.21,0.4526,10,125,1,SYNTHETIC-DEMO
-80.79,9.61,0.9757,217.16,0,1.025,33.47,80.82,46.83,0.1336,8,125,1,SYNTHETIC-DEMO
-99.57,0.15,0.8975,365.1,1,1.114,24.59,61.57,45.64,0.0719,7,125,1,SYNTHETIC-DEMO
-88.95,2.05,0.9241,152.15,0,1.082,13.9,62.13,49.36,0.1132,10,500,0,SYNTHETIC-DEMO
-105.27,-2.44,0.6449,165.22,0,1.551,36.43,61.53,26.67,0.0719,7,125,1,SYNTHETIC-DEMO
-81.17,0.68,0.8415,663.62,2,1.188,57.12,32.31,23.36,0.0719,7,125,1,SYNTHETIC-DEMO
-97.78,-9.24,0.1087,1470.92,7,9.2,53.06,49.36,35.65,0.036,7,250,0,SYNTHETIC-DEMO
-117.19,-0.65,0.8776,653.63,1,1.139,15.47,99.74,50.55,0.2468,9,125,1,SYNTHETIC-DEMO
-111.02,-3.57,0.7118,707.92,0,1.405,74.93,15.05,59.29,0.4526,10,125,1,SYNTHETIC-DEMO
-85.43,6.24,0.9254,300.85,0,1.081,61.06,48.6,46.65,0.1336,8,125,1,SYNTHETIC-DEMO
-79.85,7.13,0.9375,186.18,0,1.067,38.72,67.05,63.31,0.0719,7,125,1,SYNTHETIC-DEMO
-118.76,-4.14,0.6285,349.54,0,1.591,80.63,81.61,18.42,0.0668,8,250,0,SYNTHETIC-DEMO
-72.46,10.19,1.0,579.09,0,1.0,50.85,56.07,53.28,0.4526,10,125,1,SYNTHETIC-DEMO
-71.42,10.9,0.9689,149.95,0,1.032,23.73,15.76,41.4,0.0719,7,125,1,SYNTHETIC-DEMO
-78.0,2.17,0.9103,374.92,0,1.099,87.89,77.43,50.82,0.0719,7,125,1,SYNTHETIC-DEMO
-80.57,10.22,0.97,613.53,0,1.031,47.47,84.79,26.38,0.4936,11,250,1,SYNTHETIC-DEMO
-109.93,0.54,0.8358,1017.58,0,1.196,38.08,57.06,18.79,0.9052,12,250,1,SYNTHETIC-DEMO
-65.22,5.63,0.9844,2000.0,0,1.016,81.79,52.77,23.1,1.8104,12,125,1,SYNTHETIC-DEMO
-107.54,-4.16,0.5921,1861.1,2,1.689,70.97,34.29,58.76,0.4526,10,125,0,SYNTHETIC-DEMO
-113.14,-7.63,0.19,1279.44,5,5.264,30.34,22.87,37.82,0.0719,7,125,1,SYNTHETIC-DEMO
-83.5,6.32,0.9341,140.73,0,1.071,24.59,16.63,25.59,0.0719,7,125,1,SYNTHETIC-DEMO
-101.33,-0.95,0.7751,496.04,1,1.29,30.06,25.12,46.79,0.1336,8,125,1,SYNTHETIC-DEMO
-64.35,0.19,0.9096,212.37,0,1.099,34.03,21.3,43.94,0.1336,8,125,1,SYNTHETIC-DEMO
-95.08,-0.71,0.8899,520.17,0,1.124,34.11,72.75,53.61,0.4526,12,500,1,SYNTHETIC-DEMO
-114.36,-4.92,0.4688,1790.86,2,2.133,50.29,37.31,39.04,0.4526,10,125,1,SYNTHETIC-DEMO
-62.76,9.68,1.0,622.09,0,1.0,59.49,52.58,28.45,0.4526,10,125,1,SYNTHETIC-DEMO
-91.5,-3.26,0.749,302.4,1,1.335,28.08,69.05,30.24,0.036,7,250,1,SYNTHETIC-DEMO
-91.29,2.58,0.9577,1111.57,0,1.044,44.36,39.78,53.7,0.9871,11,125,1,SYNTHETIC-DEMO
-99.92,5.27,1.0,641.64,0,1.0,66.24,27.29,35.39,0.4526,10,125,1,SYNTHETIC-DEMO
-70.66,7.99,1.0,162.19,0,1.0,45.66,15.82,30.99,0.0719,7,125,1,SYNTHETIC-DEMO
-106.3,0.49,0.8389,2000.0,1,1.192,56.17,52.91,24.91,0.9871,11,125,1,SYNTHETIC-DEMO
-124.11,-0.56,0.8068,269.66,1,1.239,10.12,41.78,48.03,0.0334,8,500,1,SYNTHETIC-DEMO
-92.68,1.5,0.9489,312.56,0,1.054,77.38,42.91,42.5,0.0719,7,125,1,SYNTHETIC-DEMO
-64.82,8.35,0.9403,358.85,0,1.064,41.27,40.04,47.64,0.2468,9,125,1,SYNTHETIC-DEMO
-107.24,-0.6,0.7538,970.69,3,1.327,81.26,55.94,61.25,0.0617,9,500,1,SYNTHETIC-DEMO
-107.69,-5.02,0.45,620.7,2,2.222,43.91,71.01,60.47,0.0719,7,125,0,SYNTHETIC-DEMO
-77.02,3.31,0.8756,290.07,0,1.142,58.35,40.15,62.7,0.1336,8,125,1,SYNTHETIC-DEMO
-74.59,-0.78,0.9232,1855.39,0,1.083,16.02,29.6,27.87,1.8104,12,125,1,SYNTHETIC-DEMO
-96.69,8.84,1.0,215.73,0,1.0,50.71,51.18,51.8,0.0617,9,500,1,SYNTHETIC-DEMO
-70.81,10.2,0.9036,533.47,0,1.107,33.96,66.03,46.48,0.4526,10,125,1,SYNTHETIC-DEMO
-113.82,-6.77,0.2396,347.4,1,4.174,27.91,77.7,34.96,0.0719,7,125,0,SYNTHETIC-DEMO
-101.14,3.3,0.8708,364.74,0,1.148,87.11,53.93,31.86,0.0719,7,125,0,SYNTHETIC-DEMO
-98.72,-2.51,0.7897,120.25,0,1.266,39.5,11.52,59.1,0.0334,8,500,1,SYNTHETIC-DEMO
-104.67,-0.93,0.8931,321.02,0,1.12,79.6,31.26,51.4,0.036,7,250,1,SYNTHETIC-DEMO
-110.85,-2.49,0.7793,330.39,0,1.283,79.32,77.27,35.58,0.0719,7,125,1,SYNTHETIC-DEMO
-103.02,-2.32,0.6753,281.09,0,1.481,74.07,95.86,58.14,0.036,7,250,1,SYNTHETIC-DEMO
-123.83,-8.8,0.2767,1391.35,4,3.615,66.43,23.21,58.33,0.1234,9,250,1,SYNTHETIC-DEMO
-79.28,9.41,1.0,200.96,0,1.0,37.51,87.59,36.61,0.1336,8,125,1,SYNTHETIC-DEMO
-80.54,5.16,1.0,578.11,0,1.0,47.47,34.78,55.31,0.4526,10,125,1,SYNTHETIC-DEMO
-95.74,6.95,1.0,387.36,0,1.0,92.58,98.58,61.11,0.0719,7,125,1,SYNTHETIC-DEMO
-104.01,-4.65,0.5121,467.83,1,1.953,24.24,72.24,28.5,0.1336,8,125,1,SYNTHETIC-DEMO
-96.78,-0.85,0.8543,400.36,1,1.171,63.9,74.85,51.11,0.036,7,250,1,SYNTHETIC-DEMO
-64.13,8.81,0.965,345.05,0,1.036,72.19,28.06,26.74,0.1336,8,125,1,SYNTHETIC-DEMO
-85.77,7.42,1.0,117.86,0,1.0,19.8,60.06,31.38,0.0719,7,125,1,SYNTHETIC-DEMO
-77.46,2.87,0.926,1950.54,0,1.08,49.68,60.01,63.84,1.8104,12,125,0,SYNTHETIC-DEMO
-110.08,-0.52,0.9473,280.77,0,1.056,17.66,64.62,29.95,0.2263,10,250,1,SYNTHETIC-DEMO
-118.84,-3.51,0.7383,274.03,0,1.354,52.7,26.33,64.41,0.1336,8,125,1,SYNTHETIC-DEMO
-119.59,0.1,0.8356,241.8,0,1.197,56.9,46.57,18.35,0.0719,7,125,1,SYNTHETIC-DEMO
-94.32,3.16,1.0,168.86,0,1.0,19.86,10.05,45.17,0.1234,9,250,1,SYNTHETIC-DEMO
-78.42,-0.89,0.7583,348.39,0,1.319,50.15,60.02,50.51,0.2263,10,250,1,SYNTHETIC-DEMO
-74.68,2.78,0.9087,88.54,0,1.1,11.8,83.54,43.41,0.018,7,500,1,SYNTHETIC-DEMO
-78.17,2.09,0.8972,522.57,0,1.115,86.68,93.26,60.03,0.2468,9,125,1,SYNTHETIC-DEMO
-65.67,7.0,1.0,785.87,0,1.0,94.74,62.81,53.72,0.4526,10,125,1,SYNTHETIC-DEMO
-121.62,-0.77,0.9282,555.52,0,1.077,92.53,15.96,59.13,0.2263,10,250,1,SYNTHETIC-DEMO
-69.4,6.72,0.9502,593.68,0,1.052,56.63,86.42,23.49,0.4526,10,125,1,SYNTHETIC-DEMO
-82.06,4.61,0.9641,1304.47,0,1.037,88.94,86.19,42.18,0.9871,11,125,1,SYNTHETIC-DEMO
-113.59,-4.19,0.5588,1130.9,0,1.79,56.12,55.52,59.21,0.9871,11,125,1,SYNTHETIC-DEMO
-80.65,6.72,0.967,391.32,0,1.034,88.53,47.71,21.99,0.0668,8,250,1,SYNTHETIC-DEMO
-91.74,-0.46,0.8753,364.2,0,1.142,43.34,48.08,41.07,0.2468,9,125,1,SYNTHETIC-DEMO
-101.66,-1.01,0.866,801.74,0,1.155,93.25,65.46,42.91,0.4526,10,125,1,SYNTHETIC-DEMO
-108.88,-2.86,0.6814,1768.39,3,1.468,92.18,92.98,19.28,0.2468,9,125,0,SYNTHETIC-DEMO
-94.83,1.04,0.9795,2000.0,0,1.021,88.93,66.31,25.49,1.8104,12,125,1,SYNTHETIC-DEMO
-109.46,-4.34,0.5828,664.14,3,1.716,52.51,91.32,22.96,0.018,7,500,1,SYNTHETIC-DEMO
-119.61,-9.58,0.0925,2000.0,7,10.0,72.77,20.79,63.03,0.1336,8,125,0,SYNTHETIC-DEMO
-70.0,10.76,0.9725,187.5,0,1.028,18.62,49.89,26.88,0.1336,8,125,1,SYNTHETIC-DEMO
-86.47,2.98,1.0,435.66,0,1.0,79.8,18.84,15.72,0.1336,8,125,1,SYNTHETIC-DEMO
-101.36,3.61,0.9896,251.72,0,1.011,60.86,24.15,43.07,0.0719,7,125,1,SYNTHETIC-DEMO
-95.97,2.69,0.956,210.21,0,1.046,40.43,90.99,32.81,0.1132,10,500,1,SYNTHETIC-DEMO
-68.79,9.6,0.9465,382.83,0,1.056,93.09,55.44,15.01,0.018,7,500,1,SYNTHETIC-DEMO
-104.21,2.9,0.966,512.57,0,1.035,19.0,16.18,64.07,0.4526,10,125,0,SYNTHETIC-DEMO
-100.29,9.02,0.9127,522.29,0,1.096,83.09,84.91,62.75,0.2468,9,125,1,SYNTHETIC-DEMO
-75.2,10.76,0.9782,233.18,0,1.022,27.83,69.37,27.86,0.1336,8,125,1,SYNTHETIC-DEMO
-111.97,0.11,0.9587,386.6,0,1.043,77.77,22.8,45.14,0.1336,8,125,1,SYNTHETIC-DEMO
-82.15,5.49,0.9715,572.98,0,1.029,94.94,49.55,60.47,0.2468,9,125,1,SYNTHETIC-DEMO
-96.77,5.21,1.0,571.33,0,1.0,46.34,32.16,35.6,0.4526,10,125,1,SYNTHETIC-DEMO
-92.49,-0.74,0.7543,1398.02,1,1.326,80.98,52.45,40.67,0.4936,11,250,1,SYNTHETIC-DEMO
-73.85,8.58,0.9234,843.37,0,1.083,92.87,73.57,43.55,0.4936,11,250,1,SYNTHETIC-DEMO
-60.45,14.36,1.0,2000.0,0,1.0,84.42,23.64,23.61,1.8104,12,125,1,SYNTHETIC-DEMO
-70.95,10.6,1.0,239.64,0,1.0,41.16,57.37,18.8,0.1234,9,250,1,SYNTHETIC-DEMO
-114.56,-3.91,0.6367,721.22,0,1.571,71.24,80.91,28.4,0.4936,11,250,0,SYNTHETIC-DEMO
-110.4,-1.01,0.9159,818.13,0,1.092,94.63,11.04,32.77,0.4526,10,125,1,SYNTHETIC-DEMO
-98.35,-0.74,0.8516,283.37,0,1.174,6.44,40.13,24.81,0.2468,11,500,1,SYNTHETIC-DEMO
-78.25,2.75,1.0,134.42,0,1.0,44.54,24.85,59.77,0.036,7,250,1,SYNTHETIC-DEMO
-91.89,7.11,0.9465,1882.76,0,1.057,36.02,25.8,64.42,1.8104,12,125,0,SYNTHETIC-DEMO
-66.38,6.88,1.0,202.83,0,1.0,61.1,20.58,21.0,0.0334,8,500,1,SYNTHETIC-DEMO
-121.84,-7.01,0.364,2000.0,3,2.747,92.19,12.71,37.14,0.4526,10,125,1,SYNTHETIC-DEMO
-108.2,-3.52,0.6832,124.46,0,1.464,22.77,15.54,25.0,0.0719,7,125,1,SYNTHETIC-DEMO
-110.75,-5.12,0.5495,672.95,1,1.82,79.07,60.93,62.09,0.1336,8,125,0,SYNTHETIC-DEMO
-76.63,3.31,0.9458,207.66,0,1.057,51.01,72.16,61.27,0.0668,8,250,1,SYNTHETIC-DEMO
-94.79,-4.74,0.4829,527.84,1,2.071,39.36,65.17,33.45,0.1336,8,125,1,SYNTHETIC-DEMO
-124.02,-11.44,0.0258,1910.48,7,10.0,78.65,12.9,49.59,0.0719,7,125,0,SYNTHETIC-DEMO
-74.73,5.64,1.0,736.47,0,1.0,81.11,64.6,62.26,0.4526,10,125,1,SYNTHETIC-DEMO
-101.48,1.23,0.9943,274.74,0,1.006,69.4,45.53,53.8,0.0719,7,125,1,SYNTHETIC-DEMO
-108.07,-7.88,0.1815,1312.18,4,5.51,10.89,75.06,32.43,0.1336,8,125,0,SYNTHETIC-DEMO
-113.12,-2.64,0.6939,355.12,0,1.441,83.32,89.13,46.76,0.0719,7,125,0,SYNTHETIC-DEMO
-63.51,13.61,1.0,515.12,0,1.0,80.14,72.6,57.9,0.2468,9,125,1,SYNTHETIC-DEMO
-63.77,7.41,0.8958,363.3,1,1.116,29.9,63.19,45.93,0.0668,8,250,1,SYNTHETIC-DEMO
-120.02,-8.47,0.1693,2000.0,7,5.905,59.17,25.76,32.39,0.1336,8,125,0,SYNTHETIC-DEMO
-109.87,-2.68,0.7396,348.01,0,1.352,86.71,46.31,54.39,0.0668,8,250,1,SYNTHETIC-DEMO
-83.0,6.07,0.9176,295.47,0,1.09,30.52,35.52,62.22,0.2468,9,125,1,SYNTHETIC-DEMO
-81.42,2.69,0.9929,192.67,0,1.007,42.48,19.03,21.29,0.0719,7,125,1,SYNTHETIC-DEMO
-97.85,3.87,0.9305,103.24,0,1.075,12.12,46.7,26.08,0.036,7,250,1,SYNTHETIC-DEMO
-88.05,4.63,1.0,155.92,0,1.0,39.13,81.4,45.07,0.0719,7,125,1,SYNTHETIC-DEMO
-79.33,11.23,0.9134,975.35,0,1.095,41.28,76.64,56.15,0.9052,12,250,1,SYNTHETIC-DEMO
-63.22,3.31,1.0,399.48,0,1.0,80.58,42.91,32.14,0.1336,8,125,1,SYNTHETIC-DEMO
-77.87,0.59,0.9237,281.37,0,1.083,6.02,79.63,16.73,0.2468,9,125,1,SYNTHETIC-DEMO
-117.83,-5.92,0.4326,1086.06,4,2.312,51.13,49.71,38.58,0.0719,7,125,0,SYNTHETIC-DEMO
-78.34,0.73,0.8113,485.15,1,1.233,31.82,33.28,63.86,0.1336,8,125,1,SYNTHETIC-DEMO
-120.6,0.36,0.9763,243.58,0,1.024,60.57,42.41,35.07,0.0719,7,125,1,SYNTHETIC-DEMO
-92.34,2.73,1.0,114.82,0,1.0,10.92,52.14,26.7,0.0719,7,125,1,SYNTHETIC-DEMO
-90.75,1.16,0.9112,227.17,0,1.097,43.95,35.77,17.56,0.1336,8,125,1,SYNTHETIC-DEMO
-74.41,11.83,0.9958,347.33,0,1.004,76.8,60.27,20.04,0.1336,8,125,1,SYNTHETIC-DEMO
-124.25,-5.04,0.4543,1238.98,5,2.201,23.54,89.12,27.13,0.0719,7,125,0,SYNTHETIC-DEMO
-68.14,7.23,0.9584,400.55,0,1.043,58.05,63.89,57.56,0.2468,9,125,1,SYNTHETIC-DEMO
-81.85,1.8,0.9337,1893.09,0,1.071,42.78,19.21,20.96,1.8104,12,125,0,SYNTHETIC-DEMO
-122.97,-3.8,0.5336,1104.9,3,1.874,46.56,36.85,62.25,0.1336,8,125,0,SYNTHETIC-DEMO
-114.6,-1.82,0.6966,483.02,1,1.436,38.93,41.37,29.88,0.1234,9,250,1,SYNTHETIC-DEMO
-122.43,-3.22,0.734,2000.0,1,1.362,30.95,79.07,42.72,1.8104,12,125,1,SYNTHETIC-DEMO
-75.21,9.02,0.9719,1099.69,1,1.029,16.94,43.07,31.38,0.4526,10,125,1,SYNTHETIC-DEMO
